MSN,YYYYMM,Description,Unit,Category,Pred
RFEIEUS,200201,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,3.404
RFEIEUS,200202,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,2.868
RFEIEUS,200203,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,4.593
RFEIEUS,200204,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,4.303
RFEIEUS,200205,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,4.295
RFEIEUS,200206,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,4.333
RFEIEUS,200207,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,5.666
RFEIEUS,200208,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,5.601
RFEIEUS,200209,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,4.474
RFEIEUS,200210,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,4.504
RFEIEUS,200211,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,3.313
RFEIEUS,200212,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,4.551
RFEIEUS,200213,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,51.904
RFEIEUS,200301,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,6.967
RFEIEUS,200302,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,5.973
RFEIEUS,200303,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,6.098
RFEIEUS,200304,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,5.238
RFEIEUS,200305,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,4.223
RFEIEUS,200306,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,6.236
RFEIEUS,200307,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,7.284
RFEIEUS,200308,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,7.764
RFEIEUS,200309,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,5.045
RFEIEUS,200310,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,4.783
RFEIEUS,200311,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,3.281
RFEIEUS,200312,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,5.61
RFEIEUS,200313,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,68.503
RFEIEUS,200401,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,8.302
RFEIEUS,200402,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,5.285
RFEIEUS,200403,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,5.61
RFEIEUS,200404,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,5.228
RFEIEUS,200405,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,6.003
RFEIEUS,200406,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,6.556
RFEIEUS,200407,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,7.553
RFEIEUS,200408,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,6.748
RFEIEUS,200409,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,4.842
RFEIEUS,200410,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,4.094
RFEIEUS,200411,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,3.6
RFEIEUS,200412,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,5.442
RFEIEUS,200413,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,69.264
RFEIEUS,200501,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,6.471
RFEIEUS,200502,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,3.794
RFEIEUS,200503,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,4.45
RFEIEUS,200504,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,3.541
RFEIEUS,200505,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,3.2
RFEIEUS,200506,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,6.358
RFEIEUS,200507,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,7.792
RFEIEUS,200508,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,8.83
RFEIEUS,200509,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,7.498
RFEIEUS,200510,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,5.923
RFEIEUS,200511,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,3.559
RFEIEUS,200512,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,7.646
RFEIEUS,200513,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,69.062
RFEIEUS,200601,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,2.69
RFEIEUS,200602,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,2.073
RFEIEUS,200603,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,1.397
RFEIEUS,200604,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,1.745
RFEIEUS,200605,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,1.698
RFEIEUS,200606,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,2.647
RFEIEUS,200607,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,3.45
RFEIEUS,200608,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,4.54
RFEIEUS,200609,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,1.975
RFEIEUS,200610,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,2.214
RFEIEUS,200611,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,2.127
RFEIEUS,200612,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,1.853
RFEIEUS,200613,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,28.408
RFEIEUS,200701,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,2.79
RFEIEUS,200702,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,4.704
RFEIEUS,200703,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,2.558
RFEIEUS,200704,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,2.445
RFEIEUS,200705,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,2.192
RFEIEUS,200706,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,2.74
RFEIEUS,200707,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,2.742
RFEIEUS,200708,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,3.75
RFEIEUS,200709,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,2.389
RFEIEUS,200710,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,2.256
RFEIEUS,200711,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,1.072
RFEIEUS,200712,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,1.615
RFEIEUS,200713,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,31.253
RFEIEUS,200801,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,1.616
RFEIEUS,200802,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,1.302
RFEIEUS,200803,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,1.151
RFEIEUS,200804,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,1.305
RFEIEUS,200805,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,1.396
RFEIEUS,200806,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,2.341
RFEIEUS,200807,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,1.927
RFEIEUS,200808,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,1.621
RFEIEUS,200809,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,1.948
RFEIEUS,200810,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,1.173
RFEIEUS,200811,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,1.311
RFEIEUS,200812,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,1.854
RFEIEUS,200813,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,18.944
RFEIEUS,200901,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,2.96
RFEIEUS,200902,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,1.181
RFEIEUS,200903,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,1.002
RFEIEUS,200904,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.847
RFEIEUS,200905,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,1.105
RFEIEUS,200906,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,1.161
RFEIEUS,200907,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,1.267
RFEIEUS,200908,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,1.497
RFEIEUS,200909,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.934
RFEIEUS,200910,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,1.052
RFEIEUS,200911,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.624
RFEIEUS,200912,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.629
RFEIEUS,200913,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,14.259
RFEIEUS,201001,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,1.43
RFEIEUS,201002,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.525
RFEIEUS,201003,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.622
RFEIEUS,201004,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.601
RFEIEUS,201005,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,1.018
RFEIEUS,201006,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,1.559
RFEIEUS,201007,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,1.848
RFEIEUS,201008,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,1.511
RFEIEUS,201009,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.914
RFEIEUS,201010,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.575
RFEIEUS,201011,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.513
RFEIEUS,201012,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,1.021
RFEIEUS,201013,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,12.139
RFEIEUS,201101,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.865
RFEIEUS,201102,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.507
RFEIEUS,201103,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.571
RFEIEUS,201104,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.686
RFEIEUS,201105,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.637
RFEIEUS,201106,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.646
RFEIEUS,201107,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.797
RFEIEUS,201108,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.681
RFEIEUS,201109,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.496
RFEIEUS,201110,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.49
RFEIEUS,201111,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.479
RFEIEUS,201112,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.478
RFEIEUS,201113,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,7.333
RFEIEUS,201201,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.524
RFEIEUS,201202,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.394
RFEIEUS,201203,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.445
RFEIEUS,201204,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.416
RFEIEUS,201205,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.438
RFEIEUS,201206,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.676
RFEIEUS,201207,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.804
RFEIEUS,201208,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.584
RFEIEUS,201209,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.438
RFEIEUS,201210,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.471
RFEIEUS,201211,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.421
RFEIEUS,201212,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.435
RFEIEUS,201213,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,6.045
RFEIEUS,201301,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.763
RFEIEUS,201302,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.506
RFEIEUS,201303,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.437
RFEIEUS,201304,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.443
RFEIEUS,201305,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.437
RFEIEUS,201306,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.467
RFEIEUS,201307,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.677
RFEIEUS,201308,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.504
RFEIEUS,201309,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.434
RFEIEUS,201310,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.432
RFEIEUS,201311,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.396
RFEIEUS,201312,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.588
RFEIEUS,201313,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,6.085
RFEIEUS,201401,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,2.123
RFEIEUS,201402,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.769
RFEIEUS,201403,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.877
RFEIEUS,201404,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.419
RFEIEUS,201405,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.369
RFEIEUS,201406,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.397
RFEIEUS,201407,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.48
RFEIEUS,201408,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.5
RFEIEUS,201409,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.411
RFEIEUS,201410,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.398
RFEIEUS,201411,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.383
RFEIEUS,201412,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.372
RFEIEUS,201413,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,7.497
RFEIEUS,201501,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.877
RFEIEUS,201502,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,2.067
RFEIEUS,201503,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.423
RFEIEUS,201504,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.417
RFEIEUS,201505,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.39
RFEIEUS,201506,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.445
RFEIEUS,201507,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.588
RFEIEUS,201508,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.529
RFEIEUS,201509,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.465
RFEIEUS,201510,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.428
RFEIEUS,201511,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.461
RFEIEUS,201512,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.396
RFEIEUS,201513,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,7.484
RFEIEUS,201601,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.528
RFEIEUS,201602,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.567
RFEIEUS,201603,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.334
RFEIEUS,201604,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.34
RFEIEUS,201605,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.368
RFEIEUS,201606,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.42
RFEIEUS,201607,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons,5,0.662
PAEIEUS,197301,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,27.369
PAEIEUS,197302,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,23.034
PAEIEUS,197303,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,21.034
PAEIEUS,197304,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,17.714
PAEIEUS,197305,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,18.87
PAEIEUS,197306,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,22.856
PAEIEUS,197307,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,25.242
PAEIEUS,197308,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,27.158
PAEIEUS,197309,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,23.758
PAEIEUS,197310,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,23.726
PAEIEUS,197311,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,22.837
PAEIEUS,197312,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,22.104
PAEIEUS,197313,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,275.704
PAEIEUS,197401,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,23.021
PAEIEUS,197402,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,19.977
PAEIEUS,197403,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,19.478
PAEIEUS,197404,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,17.644
PAEIEUS,197405,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,19.993
PAEIEUS,197406,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,20.224
PAEIEUS,197407,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,24.52
PAEIEUS,197408,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,24.021
PAEIEUS,197409,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,21.909
PAEIEUS,197410,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,22.446
PAEIEUS,197411,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,24.04
PAEIEUS,197412,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,26.522
PAEIEUS,197413,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,263.796
PAEIEUS,197501,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,26.436
PAEIEUS,197502,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,21.33
PAEIEUS,197503,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,19.822
PAEIEUS,197504,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,18.196
PAEIEUS,197505,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,18.1
PAEIEUS,197506,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,20.01
PAEIEUS,197507,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,21.746
PAEIEUS,197508,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,24.11
PAEIEUS,197509,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,18.232
PAEIEUS,197510,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,18.722
PAEIEUS,197511,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,18.486
PAEIEUS,197512,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,22.995
PAEIEUS,197513,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,248.184
PAEIEUS,197601,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,27.451
PAEIEUS,197602,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,21.19
PAEIEUS,197603,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,21.591
PAEIEUS,197604,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,19.728
PAEIEUS,197605,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,18.618
PAEIEUS,197606,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,21.376
PAEIEUS,197607,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,23.131
PAEIEUS,197608,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,24.087
PAEIEUS,197609,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,20.036
PAEIEUS,197610,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,20.713
PAEIEUS,197611,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,25.59
PAEIEUS,197612,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,29.108
PAEIEUS,197613,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,272.618
PAEIEUS,197701,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,36.935
PAEIEUS,197702,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,24.961
PAEIEUS,197703,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,23.95
PAEIEUS,197704,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,21.89
PAEIEUS,197705,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,23.831
PAEIEUS,197706,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,24.765
PAEIEUS,197707,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,30.39
PAEIEUS,197708,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,27.733
PAEIEUS,197709,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,22.535
PAEIEUS,197710,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,19.678
PAEIEUS,197711,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,21.205
PAEIEUS,197712,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,27.887
PAEIEUS,197713,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,305.758
PAEIEUS,197801,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,33.886
PAEIEUS,197802,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,32.98
PAEIEUS,197803,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,31.611
PAEIEUS,197804,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,21.282
PAEIEUS,197805,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,20.994
PAEIEUS,197806,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,22.776
PAEIEUS,197807,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,25.168
PAEIEUS,197808,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,27.684
PAEIEUS,197809,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,22.843
PAEIEUS,197810,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,21.783
PAEIEUS,197811,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,23.052
PAEIEUS,197812,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,28.767
PAEIEUS,197813,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,312.825
PAEIEUS,197901,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,33.578
PAEIEUS,197902,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,27.792
PAEIEUS,197903,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,18.876
PAEIEUS,197904,Petroleum Electric Power Sector CO2 Emissions,Million Metric Tons,6,17.505
